	NO. OF QUARANTINE CENTRE W.R.T CORONA VIRUS	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	CompleteAddress	Lat	Long
643	Okara	Government Postgraduate College for Women, Okara		38	38	Same as above	Funtional		Government Postgraduate College for Women, Okara Okara	30.8136736	73.4465898
644	Okara	Government Commerce College, Okara		11	50	Same as above	Funtional		Government Commerce College, Okara Okara	30.8175297	73.4632474
645	Okara	Government Boys College Depalpur		14	50	Same as above	Funtional		Government Boys College Depalpur Okara	30.6706804	73.6419517
646	Pakpattan	Hostel Govt. Girls College Pakpattan		20	20	Wash Rooms, Electricity, Backup Power, Sewerage System, Water and Boundy Wall are available. Portable wash rooms would be required.			Hostel Govt. Girls College Pakpattan Pakpattan	0	0
647	Pakpattan	Academic Block Girls College Pakpattan		6	6	DO			Academic Block Girls College Pakpattan Pakpattan	30.3370808	73.3897079
648	Pakpattan	Al-Badar School Pakpattan		30	30	DO			Al-Badar School Pakpattan Pakpattan	30.35066	73.3822934
649	Pakpattan	Cambridge College for Boys Pakpattan		8	8	DO			Cambridge College for Boys Pakpattan Pakpattan	30.3506496	73.3761445
650	Pakpattan	Government High School Sahiwal Road, Pakpattan		15	15	DO			Government High School Sahiwal Road, Pakpattan Pakpattan	30.354265	73.373714
651	Pakpattan	Government City Girls High School Pakpattan		20	20	DO			Government City Girls High School Pakpattan Pakpattan	30.3370536	73.389992
652	Pakpattan	University of Lahore, Baba Farid Campus, Sahiwal Road, Pakpattan		14	14	DO			University of Lahore, Baba Farid Campus, Sahiwal Road, Pakpattan Pakpattan	0	0
653	Pakpattan	District Public School (DPS), Hotta Road Pakpattan		17	40	DO			District Public School (DPS), Hotta Road Pakpattan Pakpattan	30.3138813	73.3576029
654	Pakpattan	Govt. College of Commerce Hotta Road Pakpattan		17	40	DO			Govt. College of Commerce Hotta Road Pakpattan Pakpattan	30.2942337	73.3253008
655	Pakpattan	Dare-Arqum School, Pakpattan		40	40	DO			Dare-Arqum School, Pakpattan Pakpattan	30.2772237	73.0668606
656	Pakpattan	Oxford College, Pakpattan		20	20	DO			Oxford College, Pakpattan Pakpattan	30.3599677	73.3849479
657	Pakpattan	Royal Gardan Morque, Depalpur Road Pakpattan	3		75	DO	1 Hall 2 Rooms		Royal Gardan Morque, Depalpur Road Pakpattan Pakpattan	30.3663283	73.3744068
658	Pakpattan	THQ Hospital Arifwala		9	9	DO			THQ Hospital Arifwala Pakpattan	30.2843374	73.0722034
659	Pakpattan	Hostel Govt. Girls College, Arifwala		17	17	DO			Hostel Govt. Girls College, Arifwala Pakpattan	0	0
660	Pakpattan	Academic Block Govt. Girls College, Arifwala		17	17	DO			Academic Block Govt. Girls College, Arifwala Pakpattan	30.3370808	73.3897079
661	Pakpattan	Govt. College for Boys (Academic Block), Arifwala		33	33	DO			Govt. College for Boys (Academic Block), Arifwala Pakpattan	30.2823066	73.0735413
662	Pakpattan	Allied School, Qaboola Road, Arifwala		37	37	DO			Allied School, Qaboola Road, Arifwala Pakpattan	30.277498	73.0675434
663	Pakpattan	Aspire College Arifwala		15	15	DO			Aspire College Arifwala Pakpattan	30.2850281	73.0677644
664	Pakpattan	Misali Zakria Public School/ College, Arifwala		25	25	DO			Misali Zakria Public School/ College, Arifwala Pakpattan	30.2961612	73.0686445
665	Pakpattan	Superior College, Sahiwal Road, Arifwala		18	18	DO			Superior College, Sahiwal Road, Arifwala Pakpattan	30.3020701	73.0454276
666	Pakpattan	DPS Arifwala		10	10	DO			DPS Arifwala Pakpattan	30.292539	73.0754436
667	Pakpattan	Punjab College-1, Qaboola Road, Arifwala		25	25	DO			Punjab College-1, Qaboola Road, Arifwala Pakpattan	30.2585495	73.058298
668	Pakpattan	Punjab College-2, Qaboola Road, Arifwala		16	16	DO			Punjab College-2, Qaboola Road, Arifwala Pakpattan	30.2585495	73.058298
669	Pakpattan	Lahore Grammar School, Qaboola Road, Arifwala		26	26	DO			Lahore Grammar School, Qaboola Road, Arifwala Pakpattan	30.2726425	73.0655366
670	Pakpattan	New Beacon House School, Qaboola Road, Arifwala		24	24	DO			New Beacon House School, Qaboola Road, Arifwala Pakpattan	30.274903	73.0665578
671	Pakpattan	Government Boys MC High School Arifwala		11	11	DO			Government Boys MC High School Arifwala Pakpattan	30.2889032	73.0725043
672	Pakpattan	Government Girls MC High School Arifwala		25	25	DO			Government Girls MC High School Arifwala Pakpattan	30.2877081	73.0676019
673	Pakpattan	Government High School M-Block Arifwala		31	31	DO			Government High School M-Block Arifwala Pakpattan	0	0
674	Pakpattan	Govt. High School Kot Khuda Bakhsh Arifwala		27	27	DO			Govt. High School Kot Khuda Bakhsh Arifwala Pakpattan	30.2032087	73.0625907
675	Pakpattan	Govt. Higher Secondary School Qaboola		22	22	DO			Govt. Higher Secondary School Qaboola Pakpattan	30.1838432	73.071059
676	Pakpattan	Ahmad Medical Complex Arifwala		5	5	DO			Ahmad Medical Complex Arifwala Pakpattan	30.2847556	73.0732131
677	Pakpattan	NDS Arifwala		15	15	DO			NDS Arifwala Pakpattan	30.2963144	73.0677025
678	Pakpattan	11-Private Hospitals in Arifwala		79	79	DO			11-Private Hospitals in Arifwala Pakpattan	0	0
679	Total		3	1674	5336					0	0
680	Sargodha	College of Agriculture situated at Chak 38/NB Ludday wala bypass Sargodha 06 KM far from main Town (Sargodha)		114	450	Boundary wall, sewerage, water supply, electricity, drinking water are available. 24 washrooms, Sui gas not available	Under process		College of Agriculture situated at Chak 38/NB Ludday wala bypass Sargodha 06 KM far from main Town (Sargodha) Sargodha	32.1335426	72.6857435
681	Sargodha	Sargodha Medical College (03) Hostels 10 KM far from main town (Sargodha)		363	876	Boundary wall, sewerage, water supply, electricity, drinking water, 136 washrooms, are available. Sui gas not available	Under process		Sargodha Medical College (03) Hostels 10 KM far from main town (Sargodha) Sargodha	32.0037701	72.7230985
682	Bhakkar	Hostel of Govt. Post Graduate College for Boys, Bhakkar		34	82	Boundary wall, sewerage, water supply, electricity, drinking water, 40 beds completed in all respect i.e. pillow, blanket, matress etc.	Established		Hostel of Govt. Post Graduate College for Boys, Bhakkar Bhakkar	31.6288228	71.0747753
683	Bhakkar	Hostel of Government College For Women, Bhakkar		20	40	DO	Proposed		Hostel of Government College For Women, Bhakkar Bhakkar	31.6230045	71.079323
684	Bhakkar	Hotel Shehzad, City Bhakkar		22	64	DO	Proposed		Hotel Shehzad, City Bhakkar Bhakkar	31.6244828	71.0779449
685	Bhakkar	University of Sargodha, Bhakkar Campus		50	150	DO	Proposed		University of Sargodha, Bhakkar Campus Bhakkar	0	
686	Bhakkar	Govt College of Technology City Bhakkar		15	59	DO	Proposed		Govt College of Technology City Bhakkar Bhakkar	31.6165041	71.0887092
687	Bhakkar	Hotel Sawan, Dullewala Road, Darya Khan	12		24	DO			Hotel Sawan, Dullewala Road, Darya Khan Bhakkar	31.788695	71.1151303
688	Khushab	Govt. residences of Health Deptt 35 KM far from main town (Khushab)		14	50	Boundary wall, sewerage, water supply, electricity, drinking water are available. 09 washrooms, Sui gas not available	Under process		Govt. residences of Health Deptt 35 KM far from main town (Khushab) Khushab	0	0
689	Khushab	Punjab college 03 KM from main Town. Double Story building		8	50	Boundary wall, sewerage, water supply, electricity, drinking water are available. 12 washrooms, Sui gas not available	Under process		Punjab college 03 KM from main Town. Double Story building Khushab	32.3011085	72.3534193
690	Mianwali	Danish School Boys Campus Hernoli		30	240	Light, Water, Washrooms, Boundary Wall Backup power availability	sufficient facilities to accommodate		Danish School Boys Campus Hernoli Mianwali	32.2992668	71.5288568
691	Mianwali	Royal Inn Hotel	50		50	Light, Water, Washrooms, Boundary Wall Backup power availability	sufficient facilities to accommodate		Royal Inn Hotel Mianwali	32.5773281	71.5424604
692	Mianwali	Shehzad Hotel	25		25	Light, Water, Washrooms, Boundary Wall Backup power availability	sufficient facilities to accommodate		Shehzad Hotel Mianwali	32.5787381	71.5482155
693	Mianwali	Al-Miraj Hotel	15		15	Light, Water, Washrooms, Boundary Wall Backup power availability	sufficient facilities to accommodate		Al-Miraj Hotel Mianwali	32.5763076	71.5436139
694	Total		102	670	2175					0	0
695	Grand Total		8636	27994	66985					0	0
